World Cup 2015;MO;05/29/15;11:30:00 AM;Field 2;Pool A;Gold;4;Round 1;France;8;5;Malaysia
World Cup 2015;MO;05/29/15;11:30:00 AM;Field 8;Pool A;Gold;4;Round 1;Australia;22;0;Wales
World Cup 2015;MO;05/29/15;02:50:00 PM;Field 3;Pool A;Gold;4;Round 2;Wales;7;3;Malaysia
World Cup 2015;MO;05/29/15;02:50:00 PM;Field 8;Pool A;Gold;4;Round 2;Australia;18;0;France
World Cup 2015;MO;05/29/15;06:10:00 PM;Field 1;Pool A;Gold;4;Round 3;France;3;1;Wales
World Cup 2015;MO;05/29/15;06:10:00 PM;Field 8;Pool A;Gold;4;Round 3;Australia;23;0;Malaysia
;;;;;;;;;;;;
World Cup 2015;MO;05/29/15;11:30:00 AM;Field 4;Pool B;Gold;4;Round 1;New Zealand;19;2;USA
World Cup 2015;MO;05/29/15;11:30:00 AM;Field 9;Pool B;Gold;4;Round 1;England;4;5;Papua New Guinea
World Cup 2015;MO;05/29/15;02:50:00 PM;Field 10;Pool B;Gold;4;Round 2;New Zealand;11;2;England
World Cup 2015;MO;05/29/15;02:50:00 PM;Field 5;Pool B;Gold;4;Round 2;USA;8;11;Papua New Guinea
World Cup 2015;MO;05/29/15;07:00:00 PM;Field 5;Pool B;Gold;4;Round 3;New Zealand;9;2;Papua New Guinea
World Cup 2015;MO;05/29/15;07:00:00 PM;Field 8;Pool B;Gold;4;Round 3;England;2;2;USA
;;;;;;;;;;;;
World Cup 2015;MO;05/29/15;11:30:00 AM;Field 10;Pool C;Gold;4;Round 1;South Africa;11;2;Ireland
World Cup 2015;MO;05/29/15;11:30:00 AM;Field 7;Pool C;Gold;4;Round 1;Scotland;4;5;Samoa
World Cup 2015;MO;05/29/15;02:50:00 PM;Field 6;Pool C;Gold;4;Round 2;South Africa;17;4;Scotland
World Cup 2015;MO;05/29/15;02:50:00 PM;Field 9;Pool C;Gold;4;Round 2;Ireland;3;10;Samoa
World Cup 2015;MO;05/29/15;06:10:00 PM;Field 2;Pool C;Gold;4;Round 3;Scotland;7;4;Ireland
World Cup 2015;MO;05/29/15;06:10:00 PM;Field 5;Pool C;Gold;4;Round 3;South Africa;6;1;Samoa
;;;;;;;;;;;;
World Cup 2015;MO;05/29/15;11:30:00 AM;Field 12;Pool D;Gold;4;Round 1;Cook Islands;7;6;Fiji
World Cup 2015;MO;05/29/15;11:30:00 AM;Field 5;Pool D;Gold;4;Round 1;Japan;11;2;Singapore
World Cup 2015;MO;05/29/15;02:50:00 PM;Field 11;Pool D;Gold;4;Round 2;Singapore;6;15;Fiji
World Cup 2015;MO;05/29/15;02:50:00 PM;Field 2;Pool D;Gold;4;Round 2;Japan;5;4;Cook Islands
